enhancerID,enhancerName,chromosomeNumberAsReported,startAsReported,endAsReported,genomeAssemblyAsReported,organism,hg38Chromosome,hg38Start,hg38End,geneName,geneID,organ,tissue,cell,functionalYN,methodAssay,relevantText,page,title,firstAuthor,pubYear,journal,volumePageNumber,doi,pmid,curator,comments
513,hs967,12,103484342,103485519,hg19,Human,12,103090564,103091741,Unknown,Unknown,Embryo,Forebrain,,Y,Transgenic Reporter Mice,"To validate candidate telencephalon enhancer sequences and define their in vivo activities in greater detail, we selected 329 elements predicted to be enhancers by conservation and/or ChIP-seq for experimental testing (Table S1D).",896,A high-resolution enhancer atlas of the developing telencephalon,"Visel, A.",2013,Cell,"152, 895-908",10.1016/j.cell.2012.12.041,23375746,Charmaine,Chose 3 different regions to curate
515,Myoblast Enhancer 1,19,36203620,36204040,mm9,Mouse,10,90930358,90930801,Unknown,Unknown,Cell Line,,C2C12 cells,Y,Luciferase Assay,"By employing luciferase reporter assays, we showed that each genomic region marked in myoblasts 
increased basal expression in myoblasts when inserted at a distance (Fig. 1D).",2764,Genome-wide identification of enhancers in skeletal muscle: the role of MyoD1,"Blum, R.",2012,GENES & DEVELOPMENT,"26, 2763-2779",10.1101/gad.200113.112.,23249738,Charmaine,
516,Myoblast Enhancer 2,2,152560678,152561216,mm9,Mouse,20,31604134,31604645,Unknown,Unknown,Cell Line,,C2C12 cells,Y,Luciferase Assay,"By employing luciferase reporter assays, we showed that each genomic region marked in myoblasts 
increased basal expression in myoblasts when inserted at a distance (Fig. 1D).",2764,Genome-wide identification of enhancers in skeletal muscle: the role of MyoD1,"Blum, R.",2012,GENES & DEVELOPMENT,"26, 2763-2779",10.1101/gad.200113.112.,23249738,Charmaine,
517,Myoblast Enhancer 3,4,94984629,94984885,mm9,Mouse,1,59057312,59057573,Unknown,Unknown,Cell Line,,C2C12 cells,Y,Luciferase Assay,"By employing luciferase reporter assays, we showed that each genomic region marked in myoblasts 
increased basal expression in myoblasts when inserted at a distance (Fig. 1D).",2764,Genome-wide identification of enhancers in skeletal muscle: the role of MyoD1,"Blum, R.",2012,GENES & DEVELOPMENT,"26, 2763-2779",10.1101/gad.200113.112.,23249738,Charmaine,
518,Myoblast Enhancer 4,3,87762128,87762664,mm9,Mouse,1,156692913,156692913,Unknown,Unknown,Cell Line,,C2C12 cells,Y,Luciferase Assay,"By employing luciferase reporter assays, we showed that each genomic region marked in myoblasts 
increased basal expression in myoblasts when inserted at a distance (Fig. 1D).",2764,Genome-wide identification of enhancers in skeletal muscle: the role of MyoD1,"Blum, R.",2012,GENES & DEVELOPMENT,"26, 2763-2779",10.1101/gad.200113.112.,23249738,Charmaine,
519,Myoblast Enhancer 5,16,85887678,85888266,mm9,Mouse,21,26954350,26954943,Unknown,Unknown,Cell Line,,C2C12 cells,Y,Luciferase Assay,"By employing luciferase reporter assays, we showed that each genomic region marked in myoblasts 
increased basal expression in myoblasts when inserted at a distance (Fig. 1D).",2764,Genome-wide identification of enhancers in skeletal muscle: the role of MyoD1,"Blum, R.",2012,GENES & DEVELOPMENT,"26, 2763-2779",10.1101/gad.200113.112.,23249738,Charmaine,
520,Myoblast Enhancer 6,9,61217881,61218877,mm9,Mouse,15,70099237,70100255,Unknown,Unknown,Cell Line,,C2C12 cells,Y,Luciferase Assay,"By employing luciferase reporter assays, we showed that each genomic region marked in myoblasts 
increased basal expression in myoblasts when inserted at a distance (Fig. 1D).",2764,Genome-wide identification of enhancers in skeletal muscle: the role of MyoD1,"Blum, R.",2012,GENES & DEVELOPMENT,"26, 2763-2779",10.1101/gad.200113.112.,23249738,Charmaine,
521,Myoblast Enhancer 7,19,45821420,45822173,mm9,Mouse,10,101780457,101781160,Unknown,Unknown,Cell Line,,C2C12 cells,Y,Luciferase Assay,"By employing luciferase reporter assays, we showed that each genomic region marked in myoblasts 
increased basal expression in myoblasts when inserted at a distance (Fig. 1D).",2764,Genome-wide identification of enhancers in skeletal muscle: the role of MyoD1,"Blum, R.",2012,GENES & DEVELOPMENT,"26, 2763-2779",10.1101/gad.200113.112.,23249738,Charmaine,
523,DYNC1I1 eExon 15,7,95543084,95543539,hg18,Human,7,96075836,96076291,Unknown,Unknown,Embryo,Limb Bud,Mesenchyme Cell,Y,Transgenic Enhancer Assay,"To test whether these exonic sequences function as enhancers, we tested all seven sequences for their enhancer activity in mice.",1061,Coding exons function as tissue-specific enhancers of nearby genes,"Birnbaum, R. Y.",2012,Genome Research,"22, 1059-1068",10.1101/gr.133546.111,22442009,Charmaine,
523,DYNC1I1 eExon 15,7,95543084,95543539,hg18,Human,7,96075836,96076291,Unknown,Unknown,Embryo,Limb Bud,AER,Y,Transgenic Enhancer Assay,"To test whether these exonic sequences function as enhancers, we tested all seven sequences for their enhancer activity in mice.",1061,Coding exons function as tissue-specific enhancers of nearby genes,"Birnbaum, R. Y.",2012,Genome Research,"22, 1059-1068",10.1101/gr.133546.111,22442009,Charmaine,
524,DYNC1I1 eExon 17,7,95564858,95565640,hg18,Human,7,96097610,96098392,Unknown,Unknown,Embryo,Limb Bud,(Anterior) Mesenchyme Cell,Y,Transgenic Enhancer Assay,"To test whether these exonic sequences function as enhancers, we tested all seven sequences for their enhancer activity in mice.",1061,Coding exons function as tissue-specific enhancers of nearby genes,"Birnbaum, R. Y.",2012,Genome Research,"22, 1059-1068",10.1101/gr.133546.111,22442009,Charmaine,
525,HDAC9 eExon 18,7,18835582,18836493,hg18,Human,7,18829434,18830345,Unknown,Unknown,Embryo,(Anterior) Limb Bud,,Y,Transgenic Enhancer Assay,"To test whether these exonic sequences function as enhancers, we tested all seven sequences for their enhancer activity in mice.",1061,Coding exons function as tissue-specific enhancers of nearby genes,"Birnbaum, R. Y.",2012,Genome Research,"22, 1059-1068",10.1101/gr.133546.111,22442009,Charmaine,
526,HDAC9 eExon 19,7,18840873,18841694,hg18,Human,7,18834725,18835546,Unknown,Unknown,Embryo,(Posterior) Limb Bud,,Y,Transgenic Enhancer Assay,"To test whether these exonic sequences function as enhancers, we tested all seven sequences for their enhancer activity in mice.",1061,Coding exons function as tissue-specific enhancers of nearby genes,"Birnbaum, R. Y.",2012,Genome Research,"22, 1059-1068",10.1101/gr.133546.111,22442009,Charmaine,
527,eDlx#18,7,95962912,95963295,hg18,Human,7,96495664,96496047,Unknown,Unknown,Embryo,Branchial Arch,,Y,Transgenic Enhancer Assay,"The same human sequences tested in zebrafish were cloned into the Hsp68-LacZ vector that contains the heat shock protein 68 minimal promoter followed by a LacZ reporter gene (33). Transgenic mouse embryos were generated, harvested at E11.5 and stained for LacZ.",4933-4934,Functional characterization of tissue-specific enhancers in the DLX5/6 locus,"Birnbaum, R. Y.",2012,Human Molecular Genetics,"21, 4930-4938",10.1093/hmg/dds336,22914741,Charmaine,
528,eDlx#19,7,95913505,95913684,hg18,Human,7,96446257,96446436,Unknown,Unknown,Embryo,Branchial Arch,,Y,Transgenic Enhancer Assay,"The same human sequences tested in zebrafish were cloned into the Hsp68-LacZ vector that contains the heat shock protein 68 minimal promoter followed by a LacZ reporter gene (33). Transgenic mouse embryos were generated, harvested at E11.5 and stained for LacZ.",4933-4934,Functional characterization of tissue-specific enhancers in the DLX5/6 locus,"Birnbaum, R. Y.",2012,Human Molecular Genetics,"21, 4930-4938",10.1093/hmg/dds336,22914741,Charmaine,
529,eDlx#23,7,95603887,95604377,hg18,Human,7,96136639,96137129,Unknown,Unknown,Embryo,Otic Vesicle,,Y,Transgenic Enhancer Assay,"The same human sequences tested in zebrafish were cloned into the Hsp68-LacZ vector that contains the heat shock protein 68 minimal promoter followed by a LacZ reporter gene (33). Transgenic mouse embryos were generated, harvested at E11.5 and stained for LacZ.",4933-4934,Functional characterization of tissue-specific enhancers in the DLX5/6 locus,"Birnbaum, R. Y.",2012,Human Molecular Genetics,"21, 4930-4938",10.1093/hmg/dds336,22914741,Charmaine,
529,eDlx#23,7,95603887,95604377,hg18,Human,7,96136639,96137129,Unknown,Unknown,Embryo,Forebrain,,Y,Transgenic Enhancer Assay,"The same human sequences tested in zebrafish were cloned into the Hsp68-LacZ vector that contains the heat shock protein 68 minimal promoter followed by a LacZ reporter gene (33). Transgenic mouse embryos were generated, harvested at E11.5 and stained for LacZ.",4933-4934,Functional characterization of tissue-specific enhancers in the DLX5/6 locus,"Birnbaum, R. Y.",2012,Human Molecular Genetics,"21, 4930-4938",10.1093/hmg/dds336,22914741,Charmaine,
529,eDlx#23,7,95603887,95604377,hg18,Human,7,96136639,96137129,Unknown,Unknown,Embryo,Branchial Arch,,Y,Transgenic Enhancer Assay,"The same human sequences tested in zebrafish were cloned into the Hsp68-LacZ vector that contains the heat shock protein 68 minimal promoter followed by a LacZ reporter gene (33). Transgenic mouse embryos were generated, harvested at E11.5 and stained for LacZ.",4933-4934,Functional characterization of tissue-specific enhancers in the DLX5/6 locus,"Birnbaum, R. Y.",2012,Human Molecular Genetics,"21, 4930-4938",10.1093/hmg/dds336,22914741,Charmaine,
529,eDlx#23,7,95603887,95604377,hg18,Human,7,96136639,96137129,Unknown,Unknown,Embryo,Limb Bud,,Y,Transgenic Enhancer Assay,"The same human sequences tested in zebrafish were cloned into the Hsp68-LacZ vector that contains the heat shock protein 68 minimal promoter followed by a LacZ reporter gene (33). Transgenic mouse embryos were generated, harvested at E11.5 and stained for LacZ.",4933-4934,Functional characterization of tissue-specific enhancers in the DLX5/6 locus,"Birnbaum, R. Y.",2012,Human Molecular Genetics,"21, 4930-4938",10.1093/hmg/dds336,22914741,Charmaine,
530,PFE2,4,155518950,155519949,hg19,Human,4,154597798,154598797,Unknown,Unknown,Cell Line,,HuH7 Cells,Y,Luciferase Assay,The ability of PFE1 and PFE2 to enhance gene expression was tested using a firefly luciferase reporter gene.,430,A novel regulatory element between the human FGA and FGG genes,"Fish, R. J.",2012,Thrombosis and Haemostasis,"108, 427-434",10.1160/TH12-04-0274,22836734,Charmaine,
531,Putative enhancer 8,13,98019440,98019932,mm9,Mouse,5,74631106,74630920,Unknown,Unknown,Cell Line,,Melan-a Cells,Y,Luciferase Assay,"To this end, we first selected 50 putative enhancers at random from the full set of 2489 and analyzed each one for its ability to direct expression of a luciferase reporter gene in the melan-a line.",2293,Integration of ChIP-seq and machine learning reveals enhancers and a predictive regulatory sequence vocabulary in melanocytes,"Gorkin, D. U.",2012,Genome Research,"22, 2290-2301",10.1101/gr.139360.112,23019145,Charmaine,"5 of 43 putative enhancers that increased luciferase gene 
expression chosen for curation"
532,Putative enhancer 9,19,23424051,23424521,mm9,Mouse,6,132903006,132902556,Unknown,Unknown,Cell Line,,Melan-a Cells,Y,Luciferase Assay,"To this end, we first selected 50 putative enhancers at random from the full set of 2489 and analyzed each one for its ability to direct expression of a luciferase reporter gene in the melan-a line.",2293,Integration of ChIP-seq and machine learning reveals enhancers and a predictive regulatory sequence vocabulary in melanocytes,"Gorkin, D. U.",2012,Genome Research,"22, 2290-2301",10.1101/gr.139360.112,23019145,Charmaine,"6 of 43 putative enhancers that increased luciferase gene 
expression chosen for curation"
533,Putative enhancer 10,1,155411758,155412237,mm9,Mouse,1,182777512,182777275,Unknown,Unknown,Cell Line,,Melan-a Cells,Y,Luciferase Assay,"To this end, we first selected 50 putative enhancers at random from the full set of 2489 and analyzed each one for its ability to direct expression of a luciferase reporter gene in the melan-a line.",2293,Integration of ChIP-seq and machine learning reveals enhancers and a predictive regulatory sequence vocabulary in melanocytes,"Gorkin, D. U.",2012,Genome Research,"22, 2290-2301",10.1101/gr.139360.112,23019145,Charmaine,"7 of 43 putative enhancers that increased luciferase gene 
expression chosen for curation"
534,Putative enhancer 44,7,141419475,141419968,mm9,Mouse,10,126391255,126391768,Unknown,Unknown,Cell Line,,Melan-a Cells,Y,Luciferase Assay,"To this end, we first selected 50 putative enhancers at random from the full set of 2489 and analyzed each one for its ability to direct expression of a luciferase reporter gene in the melan-a line.",2293,Integration of ChIP-seq and machine learning reveals enhancers and a predictive regulatory sequence vocabulary in melanocytes,"Gorkin, D. U.",2012,Genome Research,"22, 2290-2301",10.1101/gr.139360.112,23019145,Charmaine,"8 of 43 putative enhancers that increased luciferase gene 
expression chosen for curation"
535,Putative enhancer 49,3,38596903,38597369,mm9,Mouse,4,125004785,125005111,Unknown,Unknown,Cell Line,,Melan-a Cells,Y,Luciferase Assay,"To this end, we first selected 50 putative enhancers at random from the full set of 2489 and analyzed each one for its ability to direct expression of a luciferase reporter gene in the melan-a line.",2293,Integration of ChIP-seq and machine learning reveals enhancers and a predictive regulatory sequence vocabulary in melanocytes,"Gorkin, D. U.",2012,Genome Research,"22, 2290-2301",10.1101/gr.139360.112,23019145,Charmaine,"9 of 43 putative enhancers that increased luciferase gene 
expression chosen for curation"
541,Tbx -11kb,17,43173414,43174190,hg19,Human,,45096046,45096822,Unknown,Unknown,Cell Line,,Th0 Cells,Y,Luciferase Assay,"To verify enhancer function, we cloned the genomic region around the _x0002_ 11 and þ 7.8 kb binding sites upstream of a luciferase reporter construct driven by the basal Ifng promoter and expressed these in human (Fig. 5b and Supplementary Fig. S6m) and mouse (Fig. 5c) Th0 and Th2 cells.",5,T-bet and GATA3 orchestrate Th1 and Th2 differentiation through lineage-specific targeting of distal regulatory elements,"Kanhere, A.",2012,Nature Communications,"3, 1268",10.1038/ncomms2260,23232398,Charmaine,
544,AcP10,8,128482318,128483856,hg18,Human,8,127400891,127402429,Unknown,Unknown,Prostate,Anterior prostate,Luminal Epithelial Cells,Y,Transgenic Enhancer Assay,"To investigate the mechanism by which AcP10 might influence cancer risk, we asked whether a fragment bearing the conserved region is capable of driving reporter gene expression to specific tissues in transgenic mice. We produced a transgene in which the 1.5 kb fragment was inserted in a vector containing the hsp68 minimal promoter and lacZ [encoding β-galactosidase (β-gal)] reporter gene. This vector has been used extensively for assessing enhancer activity in vivo (Brugger et al., 2004).",368-369,An enhancer from the 8q24 prostate cancer risk region is sufficient to direct reporter gene expression to a subset of prostate stem-like epithelial cells in transgenic mice,"Ting, M.",2012,Disease models & mechanisms,"5, 366-374",10.1242/dmm.008458,22279083,Charmaine,
544,AcP10,8,128482318,128483856,hg18,Human,8,127400891,127402429,Unknown,Unknown,Hair Follicle,Anterior prostate,Luminal Epithelial Cells,Y,Transgenic Enhancer Assay,"To investigate the mechanism by which AcP10 might influence cancer risk, we asked whether a fragment bearing the conserved region is capable of driving reporter gene expression to specific tissues in transgenic mice. We produced a transgene in which the 1.5 kb fragment was inserted in a vector containing the hsp68 minimal promoter and lacZ [encoding β-galactosidase (β-gal)] reporter gene. This vector has been used extensively for assessing enhancer activity in vivo (Brugger et al., 2004).",368-369,An enhancer from the 8q24 prostate cancer risk region is sufficient to direct reporter gene expression to a subset of prostate stem-like epithelial cells in transgenic mice,"Ting, M.",2012,Disease models & mechanisms,"5, 366-374",10.1242/dmm.008458,22279083,Charmaine,
545,Enhancer 1,18,27993889,27995972,hg18,Human,18,32159928,32162011,Unknown,Unknown,Cell Line,,VACO Cell Lines,Y,Luciferase Assay,"Lastly, we verified that H3K4me1 sites are functionally active using luciferase reporter assays (fig. S4).",736,Epigenomic enhancer profiling defines a signature of colon cancer,"Akhtar-Zaidi, B.",2012,Science,"336, 736-739",10.1126/science.1217277,22499810,Charmaine,
548,CNC12,4,155717827,155718167,hg18,Human,4,154577225,154577565,Unknown,Unknown,Embryo,Liver,,Y,Transgenic Enhancer Assay,"To confirm the in vivo liver activity of CNC12 in a mammalian model system, we performed a transgenic 
reporter gene assay in mouse embryos. Human CNC12 was cloned upstream of an Hsp68 minimal promoter driving the activity of a LacZ reporter gene.",279,A liver enhancer in the fibrinogen gene cluster,"Fort, A.",2011,Blood,"117, 276-282",10.1182/blood-2010-07-295410,20921339,Charmaine,Enhancer likely to influence fibrinogen gene expression
553,CNE2/3,2,37745874,37746379,mm9,Mouse,9,123495713,123496214,Unknown,Unknown,Embryo,Neural Tube,,Y,Transgenic Enhancer Assay,"The CNEs were amplified from mouse genomic DNA including 100–200 bp of flanking sequence on either end of the CNE, and cloned upstream of a lacZ reporter gene whose expression is driven by a mouse hsp68 minimal promoter (‘‘pHsp68’’). Transgenic mouse embryos were generated and harvested at E11.5.",e20088,Mouse Transgenesis Identifies Conserved Functional Enhancers and cis-Regulatory Motif in the Vertebrate LIM Homeobox Gene Lhx2 Locus,"Lee, A. P.",2011,PLoS One,"6, e20088",10.1371/journal.pone.0020088,21629789,Charmaine,Not confirmed if it influences Lhx2 gene expression
553,CNE2/3,2,37745874,37746379,mm9,Mouse,9,123495713,123496214,Unknown,Unknown,Embryo,Dorsal Root Ganglia,,Y,Transgenic Enhancer Assay,"The CNEs were amplified from mouse genomic DNA including 100–200 bp of flanking sequence on either end of the CNE, and cloned upstream of a lacZ reporter gene whose expression is driven by a mouse hsp68 minimal promoter (‘‘pHsp68’’). Transgenic mouse embryos were generated and harvested at E11.5.",e20088,Mouse Transgenesis Identifies Conserved Functional Enhancers and cis-Regulatory Motif in the Vertebrate LIM Homeobox Gene Lhx2 Locus,"Lee, A. P.",2011,PLoS One,"6, e20088",10.1371/journal.pone.0020088,21629789,Charmaine,Not confirmed if it influences Lhx2 gene expression
554,CNE5/6,2,37967137,37967856,mm9,Mouse,9,123741951,123742661,Unknown,Unknown,Embryo,Hindbrain,,Y,Transgenic Enhancer Assay,"The CNEs were amplified from mouse genomic DNA including 100–200 bp of flanking sequence on either end of the CNE, and cloned upstream of a lacZ reporter gene whose expression is driven by a mouse hsp68 minimal promoter (‘‘pHsp68’’). Transgenic mouse embryos were generated and harvested at E11.5.",e20088,Mouse Transgenesis Identifies Conserved Functional Enhancers and cis-Regulatory Motif in the Vertebrate LIM Homeobox Gene Lhx2 Locus,"Lee, A. P.",2011,PLoS One,"6, e20088",10.1371/journal.pone.0020088,21629789,Charmaine,Not confirmed if it influences Lhx2 gene expression
554,CNE5/6,2,37967137,37967856,mm9,Mouse,9,123741951,123742661,Unknown,Unknown,Embryo,Neural Tube,,Y,Transgenic Enhancer Assay,"The CNEs were amplified from mouse genomic DNA including 100–200 bp of flanking sequence on either end of the CNE, and cloned upstream of a lacZ reporter gene whose expression is driven by a mouse hsp68 minimal promoter (‘‘pHsp68’’). Transgenic mouse embryos were generated and harvested at E11.5.",e20088,Mouse Transgenesis Identifies Conserved Functional Enhancers and cis-Regulatory Motif in the Vertebrate LIM Homeobox Gene Lhx2 Locus,"Lee, A. P.",2011,PLoS One,"6, e20088",10.1371/journal.pone.0020088,21629789,Charmaine,Not confirmed if it influences Lhx2 gene expression
555,CNE7,2,37992637,37992945,mm9,Mouse,9,123769705,123769705,Unknown,Unknown,Embryo,Hindbrain,,Y,Transgenic Enhancer Assay,"The CNEs were amplified from mouse genomic DNA including 100–200 bp of flanking sequence on either end of the CNE, and cloned upstream of a lacZ reporter gene whose expression is driven by a mouse hsp68 minimal promoter (‘‘pHsp68’’). Transgenic mouse embryos were generated and harvested at E11.5.",e20088,Mouse Transgenesis Identifies Conserved Functional Enhancers and cis-Regulatory Motif in the Vertebrate LIM Homeobox Gene Lhx2 Locus,"Lee, A. P.",2011,PLoS One,"6, e20088",10.1371/journal.pone.0020088,21629789,Charmaine,Not confirmed if it influences Lhx2 gene expression
555,CNE7,2,37992637,37992945,mm9,Mouse,9,123769705,123769705,Unknown,Unknown,Embryo,Neural Tube,,Y,Transgenic Enhancer Assay,"The CNEs were amplified from mouse genomic DNA including 100–200 bp of flanking sequence on either end of the CNE, and cloned upstream of a lacZ reporter gene whose expression is driven by a mouse hsp68 minimal promoter (‘‘pHsp68’’). Transgenic mouse embryos were generated and harvested at E11.5.",e20088,Mouse Transgenesis Identifies Conserved Functional Enhancers and cis-Regulatory Motif in the Vertebrate LIM Homeobox Gene Lhx2 Locus,"Lee, A. P.",2011,PLoS One,"6, e20088",10.1371/journal.pone.0020088,21629789,Charmaine,Not confirmed if it influences Lhx2 gene expression
556,CNE10,2,38015175,38015653,mm9,Mouse,9,123792440,123792913,Unknown,Unknown,Embryo,Midbrain,,Y,Transgenic Enhancer Assay,"The CNEs were amplified from mouse genomic DNA including 100–200 bp of flanking sequence on either end of the CNE, and cloned upstream of a lacZ reporter gene whose expression is driven by a mouse hsp68 minimal promoter (‘‘pHsp68’’). Transgenic mouse embryos were generated and harvested at E11.5.",e20088,Mouse Transgenesis Identifies Conserved Functional Enhancers and cis-Regulatory Motif in the Vertebrate LIM Homeobox Gene Lhx2 Locus,"Lee, A. P.",2011,PLoS One,"6, e20088",10.1371/journal.pone.0020088,21629789,Charmaine,Not confirmed if it influences Lhx2 gene expression
556,CNE10,2,38015175,38015653,mm9,Mouse,9,123792440,123792913,Unknown,Unknown,Embryo,Hindbrain,,Y,Transgenic Enhancer Assay,"The CNEs were amplified from mouse genomic DNA including 100–200 bp of flanking sequence on either end of the CNE, and cloned upstream of a lacZ reporter gene whose expression is driven by a mouse hsp68 minimal promoter (‘‘pHsp68’’). Transgenic mouse embryos were generated and harvested at E11.5.",e20088,Mouse Transgenesis Identifies Conserved Functional Enhancers and cis-Regulatory Motif in the Vertebrate LIM Homeobox Gene Lhx2 Locus,"Lee, A. P.",2011,PLoS One,"6, e20088",10.1371/journal.pone.0020088,21629789,Charmaine,Not confirmed if it influences Lhx2 gene expression
556,CNE10,2,38015175,38015653,mm9,Mouse,9,123792440,123792913,Unknown,Unknown,Embryo,Neural Tube,,Y,Transgenic Enhancer Assay,"The CNEs were amplified from mouse genomic DNA including 100–200 bp of flanking sequence on either end of the CNE, and cloned upstream of a lacZ reporter gene whose expression is driven by a mouse hsp68 minimal promoter (‘‘pHsp68’’). Transgenic mouse embryos were generated and harvested at E11.5.",e20088,Mouse Transgenesis Identifies Conserved Functional Enhancers and cis-Regulatory Motif in the Vertebrate LIM Homeobox Gene Lhx2 Locus,"Lee, A. P.",2011,PLoS One,"6, e20088",10.1371/journal.pone.0020088,21629789,Charmaine,Not confirmed if it influences Lhx2 gene expression
558,MCE,11,96979690,96980007,mm9,Mouse,17,47730830,47730702,Unknown,Unknown,Brain,Olfactory Bulb,Mitral Cells,Y,Transgenic Enhancer Assay,"In order to examine whether this region can act as a transcriptional enhancer to direct gene expression in the mitral and tufted cells, we constructed a transgene consisting of MCE, SV40 minimal promoter, gapVenus and SV40 polyadenylation signal (Figure 2C: MCE-gV) and generated transgenic mice.",7,Genetic visualization of the secondary olfactory pathway in Tbx21 transgenic mice,"Mitsui, S.",2011,Neural systems & circuits,"1, 5",10.1186/2042-1001-1-5,22330144,Charmaine,Genome build not provided
558,MCE,11,96979690,96980007,mm9,Mouse,17,47730830,47730702,Unknown,Unknown,Brain,Olfactory Bulb,Tufted Cells,Y,Transgenic Enhancer Assay,"In order to examine whether this region can act as a transcriptional enhancer to direct gene expression in the mitral and tufted cells, we constructed a transgene consisting of MCE, SV40 minimal promoter, gapVenus and SV40 polyadenylation signal (Figure 2C: MCE-gV) and generated transgenic mice.",7,Genetic visualization of the secondary olfactory pathway in Tbx21 transgenic mice,"Mitsui, S.",2011,Neural systems & circuits,"1, 5",10.1186/2042-1001-1-5,22330144,Charmaine,Genome build not provided
573,rs9331888,8,27468838,27468861,hg19,Human,8,27555404,27555427,Unknown,Unknown,Cell Line,,SK-N-SH cells,Y,Luciferase Assay,"We used the Promega Dual-Luciferase Reporter Assay System to test the six expression constructs shown in Figure 1c (S-ref, S-risk, U-ref, U-risk, D-ref and D-risk; ref and risk indicate the rs9331888 alleles) for enhancer activity in SK-N-SH cells and primary mouse cortical neurons. ",6,Alzheimer's risk variants in the clusterin gene are associated with alternative splicing,"Szymanski, M.",2011,Translational psychiatry,"1, e18",10.1038/tp.2011.17,21892414,Charmaine,Genome build not provided
573,rs9331888,8,27468838,27468861,hg19,Human,8,27555404,27555427,Unknown,Unknown,Brain,Brain,Mouse Cortical Neurons,Y,Luciferase Assay,"We used the Promega Dual-Luciferase Reporter Assay System to test the six expression constructs shown in Figure 1c (S-ref, S-risk, U-ref, U-risk, D-ref and D-risk; ref and risk indicate the rs9331888 alleles) for enhancer activity in SK-N-SH cells and primary mouse cortical neurons. ",6,Alzheimer's risk variants in the clusterin gene are associated with alternative splicing,"Szymanski, M.",2011,Translational psychiatry,"1, e18",10.1038/tp.2011.17,21892414,Charmaine,Genome build not provided
576,ECR11,2,169647328,169647947,hg18,Human,2,169082572,169083191,Unknown,Unknown,Liver,,Liver Membrane,Y,Luciferase Assay,"The selected ECRs (Supplementary Table S2 online) were cloned into a luciferase reporter enhancer assay vector (pGL4.23; Promega, Madison, WI) and tested for enhancer activity using the in vivo hydrodynamic mouse tail vein assay (Figure 1a).",572,Functional Characterization of Liver Enhancers That Regulate Drug-associated Transporters,"Kim, M. J.",2011,Clinical pharmacology and therapeutics,"89, 571-578",10.1038/clpt.2010.353,21368754,Charmaine,
577,ECR29,14,69387847,69388182,hg18,Human,14,69851377,69851712,Unknown,Unknown,Liver,,Liver Membrane,Y,Luciferase Assay,"The selected ECRs (Supplementary Table S2 online) were cloned into a luciferase reporter enhancer assay vector (pGL4.23; Promega, Madison, WI) and tested for enhancer activity using the in vivo hydrodynamic mouse tail vein assay (Figure 1a).",572,Functional Characterization of Liver Enhancers That Regulate Drug-associated Transporters,"Kim, M. J.",2011,Clinical pharmacology and therapeutics,"89, 571-578",10.1038/clpt.2010.353,21368754,Charmaine,
578,ECR32,14,69413464,69413723,hg18,Human,14,69876994,69877253,Unknown,Unknown,Liver,,Liver Membrane,Y,Luciferase Assay,"The selected ECRs (Supplementary Table S2 online) were cloned into a luciferase reporter enhancer assay vector (pGL4.23; Promega, Madison, WI) and tested for enhancer activity using the in vivo hydrodynamic mouse tail vein assay (Figure 1a).",572,Functional Characterization of Liver Enhancers That Regulate Drug-associated Transporters,"Kim, M. J.",2011,Clinical pharmacology and therapeutics,"89, 571-578",10.1038/clpt.2010.353,21368754,Charmaine,
579,ECR35,12,21378175,21378474,hg18,Human,12,21333974,21334273,Unknown,Unknown,Liver,,Liver Membrane,Y,Luciferase Assay,"The selected ECRs (Supplementary Table S2 online) were cloned into a luciferase reporter enhancer assay vector (pGL4.23; Promega, Madison, WI) and tested for enhancer activity using the in vivo hydrodynamic mouse tail vein assay (Figure 1a).",572,Functional Characterization of Liver Enhancers That Regulate Drug-associated Transporters,"Kim, M. J.",2011,Clinical pharmacology and therapeutics,"89, 571-578",10.1038/clpt.2010.353,21368754,Charmaine,
580,ECR48,17,19501948,19502306,hg18,Human,17,19658043,19658401,Unknown,Unknown,Liver,,Liver Membrane,Y,Luciferase Assay,"The selected ECRs (Supplementary Table S2 online) were cloned into a luciferase reporter enhancer assay vector (pGL4.23; Promega, Madison, WI) and tested for enhancer activity using the in vivo hydrodynamic mouse tail vein assay (Figure 1a).",572,Functional Characterization of Liver Enhancers That Regulate Drug-associated Transporters,"Kim, M. J.",2011,Clinical pharmacology and therapeutics,"89, 571-578",10.1038/clpt.2010.353,21368754,Charmaine,
584,Enhancer 1,10,6148000,6148784,hg18,Human,10,6066031,6066815,Unknown,Unknown,Cell Line,,Jurkat T Cells,Y,Luciferase Assay,"As this type of function can be readily studied using traditional reporter gene assays, we selected the five Treg cell-specific H3K4me1 regions described above to evaluate their heterologous enhancer activities.",e27770,Global mapping of H3K4me1 and H3K4me3 reveals the chromatin state-based cell type-specific gene regulation in human Treg cells,"Tian, Y.",2011,PLoS One,"6, e27770",10.1371/journal.pone.0027770,22132139,Charmaine,
